nom	adaptat	lat	lon	email	telf	fax	addr	url
Cafeteria Restaurant Alfa 5	1	41.3996741778	2.19335344444		Work: +34 933097842		C Almogàvers 169, 08018, el Parc i la Llacuna del Poblenou, Sant Martí, BARCELONA	
Bar Restaurant Palillo y Tenedor	0	41.3699157972	2.14347883333		Work: +34 932964582		C Indíbil 6, 08004, la Font de la Guatlla, Sants-Montjuïc, BARCELONA	
Restaurant Lizarrán *Trav Gràcia	0	41.4010286944	2.15727088889		Work: +34 932173854	Fax: +34 932173854	Trav Gràcia 155, 08012, la Vila de Gràcia, Gràcia, BARCELONA	
Bar Villoro	0	41.3756732806	2.18934516667		Work: +34 932214804		Pg J Borbó Comte Barcelona 73, 08003, la Barceloneta, Ciutat Vella, BARCELONA	
Restaurant Cerveseria Cel Obert	0	41.3912733694	2.17533133333		Work: +34 933025148		C Ausias Marc 31, 08010, la Dreta de l'Eixample, Eixample, BARCELONA	
Cerveseria Restaurant José Luís	0	41.3952191583	2.1523505		Work: +34 932008312	Fax: +34 932008312	Av Diagonal 520, 08006, Sant Gervasi - Galvany, Sarrià-Sant Gervasi, BARCELONA	
Restaurant Xinès Si-Chuan	0	41.3938828556	2.12627213889		Work: +34 932036048	Fax: +34 932036048	C Benet Mateu 48, 08034, Sarrià, Sarrià-Sant Gervasi, BARCELONA	
Restaurant La Cantonada	0	41.4071561333	2.17361911111		Work: +34 934500057	Fax: +34 934362480	C Còrsega 562, 08025, la Sagrada Família, Eixample, BARCELONA	
Restaurant Cebreiro	0	41.3970294167	2.152703		Work: +34 932170977		C Balmes 194, 08006, Sant Gervasi - Galvany, Sarrià-Sant Gervasi, BARCELONA	
Bar Restaurant El Petit Gourmet	0	41.4244553778	2.17978202778				Manigua 56, 08027, el Congrés i els Indians, Sant Andreu, BARCELONA	
Restaurant Nervion	0	41.4148390972	2.18993475		Work: +34 933526803		C Biscaia 334*336, 08027, Navas, Sant Andreu, BARCELONA	
Restaurant El Galiò	0	41.4356002333	2.19036888889		Work: +34 933110575		C Ajuntament 11, 08030, Sant Andreu, Sant Andreu, BARCELONA	
Restaurant Carballes	0	41.4242078111	2.18615891667		Work: +34 933499071		Av Meridiana 307, 08027, la Sagrera, Sant Andreu, BARCELONA	
Restaurant Pizzeria Fontana di Trevi	0	41.3938094722	2.16679247222		Work: +34 932723897		C Aragó 289 bxs, 08009, la Dreta de l'Eixample, Eixample, BARCELONA	
Restaurant Merendero Los Pinos	0	41.4167605528	2.12847825				Ctra Vallvidrera a Barcelona 1, 08017, Vallvidrera, el Tibidabo i les Planes, Sarrià-Sant Gervasi, BARCELONA	
Bar Merendero El Panta	0	41.4153368389	2.09695630556		Work: +34 932049163		Camí Pantà 46*48, 08017, Vallvidrera, el Tibidabo i les Planes, Sarrià-Sant Gervasi, BARCELONA	
Bar Restaurant Merendero Can Pichurri	1	41.4176563028	2.13812608333		Work: +34 932056519		Ctra Sant Cugat 1 KM 5 600, 08035, Vallcarca i els Penitents, Gràcia, BARCELONA	
Restaurant Pizzeria Cantonata	0	41.3959462972	2.18195027778		Work: +34 932464790		C Ausias Marc 108*110, 08013, el Fort Pienc, Eixample, BARCELONA	
Restaurant Paradís Temporada	0	41.3907990722	2.12160722222		Work: +34 932037637	Fax: +34 932036194	Pg Manuel Girona 7, 08034, Sarrià, Sarrià-Sant Gervasi, BARCELONA	
Restaurant Ria de Vigo *Sevilla	0	41.3762817611	2.19019313889		Work: +34 932215131	Fax: +34 932215131	C Sevilla 84, 08003, la Barceloneta, Ciutat Vella, BARCELONA	
Bar Restaurant Ingles	0	41.3814666806	2.17396561111		Work: +34 933173770	Fax: +34 933023870	C Boqueria 17, 08002, el Barri Gòtic, Ciutat Vella, BARCELONA	
Bar Restaurant Adonis	0	41.4012383111	2.16507866667		Work: +34 934591292		C Bailèn 188, 08037, el Camp d'en Grassot i Gràcia Nova, Gràcia, BARCELONA	
Restaurant Amret	0	41.4035510333	2.15726169444		Work: +34 932176550		C Verdi 18, 08012, la Vila de Gràcia, Gràcia, BARCELONA	
Restaurant l'Antic Forn	1	41.3825698167	2.16897280556		Work: +34 934120286	Fax: +34 933013938	C Pintor Fortuny 28, 08001, el Raval, Ciutat Vella, BARCELONA	http://www.lanticforn.com
Restaurant La Cantonada	0	41.440108675	2.17046547222		Work: +34 933506090		C Isard 37, 08042, la Guineueta, Nou Barris, BARCELONA	
Restaurant Mar de la Ribera	0	41.3837607167	2.18165005556		Work: +34 933151336		C Sombrerers 7, 08003, Sant Pere, Santa Caterina i la Ribera, Ciutat Vella, BARCELONA	
Restaurant ca l'Agustí	0	41.4046034167	2.20435983333		Work: +34 933088986		C Pujades 249, 08005, el Poblenou, Sant Martí, BARCELONA	
Bar Restaurant Via Galicia	1	41.3808463694	2.16356675		Work: +34 934428272	Fax: +34 933248505	Rda Sant Antoni 42, 08001, el Raval, Ciutat Vella, BARCELONA	
Restaurant l'Entrecot Capricieuse	0	41.4013251944	2.13973266667		Work: +34 932019650		C Muntaner 447, 08021, Sant Gervasi - Galvany, Sarrià-Sant Gervasi, BARCELONA	
Restaurant Caliu	1	41.3863062111	2.18134388889		Work: +34 933103798		C Assaonadors 31, 08003, Sant Pere, Santa Caterina i la Ribera, Ciutat Vella, BARCELONA	
Cafeteria Bracafé *Casp	0	41.3884352556	2.17033338889		Work: +34 933023082		C Casp 2, 08010, la Dreta de l'Eixample, Eixample, BARCELONA	http://www.bracafe.com
Restaurant Niu Toc	0	41.4027337861	2.15831258333		Work: +34 932137461		Pl Revolució Setembre 1868 3, 08012, la Vila de Gràcia, Gràcia, BARCELONA	
Restaurant Sandvitxeria Ok Sarria	0	41.3977718278	2.12375966667		Work: +34 932050610		C Jaume Piquet 18 Baix, 08017, Sarrià, Sarrià-Sant Gervasi, BARCELONA	
Bar Restaurant El Rincón del Norte	1	41.3805321417	2.13239122222		Work: +34 933391026		C Joan Güell 107, 08028, Sants, Sants-Montjuïc, BARCELONA	
Bar Musical El Nus	0	41.3842028667	2.18075638889		Work: +34 933195355		C Brosolí 6, 08003, Parc, Ciutat Vella, BARCELONA	
Bar El Xampanyet Ca L'Esteve	0	41.3845025944	2.18173108333		Work: +34 933197003		C Montcada 22, 08003, Sant Pere, Santa Caterina i la Ribera, Ciutat Vella, BARCELONA	
Restaurant Xinès Xe Wu	0	41.401405775	2.13790433333		Work: +34 934178042		Prats de Molló 11, 08021, Sant Gervasi - Galvany, Sarrià-Sant Gervasi, BARCELONA	
Restaurant Xinès Mago-Gang	0	41.4204713889	2.17937463889		Work: +34 933479389		C Oblit 3, 08041, el Guinardó, Horta-Guinardó, BARCELONA	
Restaurant Comtes d'Urgell	0	41.439643475	2.16669113889		Work: +34 934278167		C Guineueta 2, 08042, la Guineueta, Nou Barris, BARCELONA	
Restaurant Estrela Galega	0	41.4107568306	2.17122013889		Work: +34 934355080		C Rosalía de Castro 26*28, 08025, el Baix Guinardó, Horta-Guinardó, BARCELONA	
Bar Restaurant El Ke	0	41.3925496583	2.16942658333		Fax: +34 934875502	Fax: +34 934875502	C Roger de Llúria 39, 08009, la Dreta de l'Eixample, Eixample, BARCELONA	
Restaurant Mi Cali Bella	0	41.3734747667	2.15961997222		Work: +34 934417973		C Olivera 10, 08004, el Poble Sec, Sants-Montjuïc, BARCELONA	
Bar Restaurant Cal Penina	0	41.3723756583	2.16054405556		Work: +34 934411113		C Radas 61, 08004, el Poble Sec, Sants-Montjuïc, BARCELONA	
Restaurant Hispano	0	41.3797277778	2.18774261111		Work: +34 932214297		Pg J Borbó Comte Barcelona 21, 08003, la Barceloneta, Ciutat Vella, BARCELONA	
Restaurant El Caliu	1	41.3996297944	2.16021158333		Work: +34 934584770		C Torrent de l'Olla 38*40, 08012, la Vila de Gràcia, Gràcia, BARCELONA	
Restaurant El Barril	0	41.4365869528	2.17232283333		Work: +34 933531242		Pg Verdum 37*39, 08042, la Guineueta, Nou Barris, BARCELONA	
Restaurant Hockey Club	0	41.3940558028	2.15362266667		Work: +34 932000340	Fax: +34 932000340	C París 205, 08008, l'Antiga Esquerra de l'Eixample, Eixample, BARCELONA	
La Cotxera	0	41.4281763889	2.17567783333		Work: +34 933522502		Costa i Cuxart 31 Baix, 08016, Vilapicina i la Torre Llobeta, Nou Barris, BARCELONA	
Restaurant La Fusta de Sants	0	41.3762666528	2.13678833333		Work: +34 933313181		Pg Sant Antoni 12, 08014, Sants, Sants-Montjuïc, BARCELONA	
Cafeteria Restaurant Don Jabugo	0	41.3963394694	2.15420030556		Work: +34 932187188		C Comte de Salvatierra 5, 08006, Sant Gervasi - Galvany, Sarrià-Sant Gervasi, BARCELONA	
Restaurant Granja Grill New Cream	0	41.3832368889	2.1374795		Work: +34 933216035		C Guitard 56*58, 08014, les Corts, Les Corts, BARCELONA	
Restaurant Europa	0	41.387104225	2.13033613889		Work: +34 934396779		C Europa 26, 08028, les Corts, Les Corts, BARCELONA	
Restaurant La Gran Finestra	0	41.3826888694	2.12964736111		Work: +34 934111480		C Fígols 11*13, 08028, les Corts, Les Corts, BARCELONA	
Restaurant  La Garza	0	41.3894919083	2.12341872222		Work: +34 932051672		Doctor August Pi i Sunyer 3, 08034, Pedralbes, Les Corts, BARCELONA	
Restaurant Taverna la Boheme	0	41.3746857139	2.16171852778		Work: +34 933299829		C Blai 65, 08004, el Poble Sec, Sants-Montjuïc, BARCELONA	
Restaurant Moscatell	1	41.4029037028	2.14726127778		Work: +34 932023130		C Santjoanistes 18, 08006, el Putxet i el Farró, Sarrià-Sant Gervasi, BARCELONA	
Restaurant La Nata	0	41.3845959778	2.13045947222		Work: +34 933391416		C Joan Güell 189, 08028, les Corts, Les Corts, BARCELONA	
Bar Marsella	1	41.3782473194	2.17120544444				C Sant Pau 65, 08001, el Raval, Ciutat Vella, BARCELONA	
Museu Frederic Marès	0	41.3842803056	2.17709155556	Work: info@textilcafe.com	Work: +34 932682598		Pl Sant Iu 5*6, 08002, el Barri Gòtic, Ciutat Vella, BARCELONA	http://www.museumares.bcn.es
Restaurant Xinès Estrella Oriente	0	41.4113820861	2.14319969444		Work: +34 934184031		Av República Argentina 163, 08023, el Putxet i el Farró, Sarrià-Sant Gervasi, BARCELONA	
Bar Tris-Tras	0	41.4009635278	2.14754630556		Work: +34 932370939		Pl Molina 8, 08006, Sant Gervasi - Galvany, Sarrià-Sant Gervasi, BARCELONA	
Restaurant La Font de Prades *Poble Espanyol	0	41.3691172611	2.14672458333	Work: lafont@chias.info	Work: +34 934267519	Fax: +34 933251283	Av Francesc Ferrer Guàrdia 13*27, 08038, el Poble-sec, Sants-Montjuïc, BARCELONA	
Bar Grupeto	0	41.3864335028	2.13505838889		Work: +34 934197097		Trav Corts 274, 08014, les Corts, Les Corts, BARCELONA	
Restaurant Tratoria  La Bricciola	0	41.3737181361	2.13650397222		Work: +34 934321933		C Olzinelles 19, 08014, Sants, Sants-Montjuïc, BARCELONA	http://www.pizzerialabriciola.com
Bar McDonald's *Ferran	0	41.3804585917	2.17425788889		Work: +34 933179887	Fax: +34 933173446	C Ferran 1, 08002, el Barri Gòtic, Ciutat Vella, BARCELONA	http://www.mcdonalds.es
Restaurant Florència	0	41.3941096528	2.14897283333		Work: +34 932002111		Av Diagonal 570, 08021, Sant Gervasi - Galvany, Sarrià-Sant Gervasi, BARCELONA	
Restaurant Xinès Oriente City	0	41.3969558028	2.17151405556		Work: +34 932658904		C Aragó 360, 08009, la Dreta de l'Eixample, Eixample, BARCELONA	
Restaurant La Fonda	1	41.3793822778	2.17619536111		Work: +34 933017515	Fax: +34 933188729	C Escudellers 10, 08002, el Barri Gòtic, Ciutat Vella, BARCELONA	
Restaurant Domino's Pizza *Cartellà	0	41.4303883694	2.16379891667		Work: +34 934200100		Cartellà 189, 08031, Horta, Horta-Guinardó, BARCELONA	
Restaurant Boston Pizza *Alfons XII	0	41.3979027194	2.15011052778		Work: +34 934145252		C Alfons XII 13, 08006, Sant Gervasi - Galvany, Sarrià-Sant Gervasi, BARCELONA	
Bar Gurn Bcn	0	41.3776033583	2.17803566667				C Josep Anselm Clavé 19, 08002, el Barri Gòtic, Ciutat Vella, BARCELONA	
Restaurant Rebost de la Plana	0	41.4035605167	2.15248002778		Work: +34 932379046	Fax: +34 932379227	Pl Trilla 3, 08012, la Vila de Gràcia, Gràcia, BARCELONA	
Restaurant Xinès Gran Mundo	0	41.4145973778	2.20060475		Work: +34 933071712	Fax: +34 932664462	G.V. Corts Catalanes 1039*1041, 08020, Sant Martí de Provençals, Sant Martí, BARCELONA	
Bar Restaurant Can Riera	0	41.4340991278	2.18653591667		Work: +34 933115404		C Pare Secchi 45*49, 08030, Sant Andreu, Sant Andreu, BARCELONA	
Restaurant Emperador *Palau de Mar	0	41.3806692556	2.18550311111		Work: +34 932210220	Fax: +34 932210095	Pl Pau Vila 1, 08039, la Barceloneta, Ciutat Vella, BARCELONA	
Bar La Foret des Fees	0	41.377099675	2.17744255556		Work: +34 933172649	Fax: +34 933185346	Ptge Banca 5, 08002, el Barri Gòtic, Ciutat Vella, BARCELONA	
Bar Cafè Aroma	0	41.3926873583	2.1583385		Work: +34 934879321		Balmes 110, 08008, la Dreta de l'Eixample, Eixample, BARCELONA	
Bar Restaurant Panchito *Vico	0	41.4001075028	2.13612369444		Work: +34 932021713		C Vico 28, 08021, Sant Gervasi - Galvany, Sarrià-Sant Gervasi, BARCELONA	http://www.panchito.com
Bar-Frankfurt El Taco	0	41.443427625	2.17964102778		Work: +34 933591460		Mas Duran 14*16, 08016, la Prosperitat, Nou Barris, BARCELONA	
Restaurant Specchio Magico	0	41.3987423639	2.15596933333		Work: +34 934153371		C Luís Antúnez 3, 08006, la Vila de Gràcia, Gràcia, BARCELONA	
Restaurant La Galerna *Port Olimpic	0	41.387021775	2.20071069444		Work: +34 932212774		Moll Gregal 3*4, 08005, la Vila Olímpica del Poblenou, Sant Martí, BARCELONA	
Restaurant El Libanes*Port Olímpic	0	41.387021775	2.20071069444		Work: +34 932210463		Moll Mestral 16*17, 08005, la Vila Olímpica del Poblenou, Sant Martí, BARCELONA	
Restaurant Barnabier-La Cerveseria del Port	0	41.3873138639	2.19735933333	Work: info@barnabier.com	Work: +34 932210212	Fax: +34 932256180	Marina 16, 08005, la Vila Olímpica del Poblenou, Sant Martí, BARCELONA	http://www.barnabier.com
Bar Cala Mar *Port Olímpic	0	40.6436952444	1.81659063889		Work: +34 932210039		Port Olímpic 0100*LP, 08005, Poble Nou, Sant Martí, BARCELONA	
Restaurant El Celler del Rocxi *Port Olimpic	0	41.387021775	2.20071069444	Work: portolimpic@rocxi.com	Work: +34 932210021	Fax: +34 932212396	Moll Gregal 26, 08005, la Vila Olímpica del Poblenou, Sant Martí, BARCELONA	http://www.rocxi.com
Bar Restaurant El Tossal	0	41.4006385889	2.16031038889		Work: +34 934576382		C Tordera 12, 08012, la Vila de Gràcia, Gràcia, BARCELONA	
Bar musical O'Clock	0	41.4163151528	2.18721463889		Work: +34 934086678		Av Meridiana 228, 08027, Navas, Sant Andreu, BARCELONA	
Bar Cava Universal	0	41.3768204944	2.17744372222		Work: +34 933026184		Pl Portal de la Pau 4, 08002, el Barri Gòtic, Ciutat Vella, BARCELONA	
Restaurant Avenida *Cardenal Reig	0	41.3774358	2.11584819444		Work: +34 934403057		Cardenal Reig 26, 08028, la Maternitat i Sant Ramon, Les Corts, BARCELONA	
Restaurant Chiringuito	1	41.3895920583	2.19997833333	Work: info@monchos.com	Work: +34 932211401	Fax: +34 932254982	Av Litoral 36, 08005, la Vila Olímpica del Poblenou, Sant Martí, BARCELONA	http://www.monchos.com
Restaurant El Patio Latino	0	41.3990952639	2.15996338889		Work: +34 934161923		C Martínez de la Rosa 10, 08012, la Vila de Gràcia, Gràcia, BARCELONA	http://www.elpatiolatino.com
Restaurant Via Fora *Gràcia	0	41.397671275	2.15677852778	Work: info@viafora.com	Work: +34 934153915		Riera de Sant Miquel 25, 08006, la Vila de Gràcia, Gràcia, BARCELONA	http://www.viafora.com
Restaurant Reial Club Naútic Barcelona	0	41.3770595778	2.18326025	Work: info@rcnb.com	Work: +34 932216508	Fax: +34 932216253	Moll Espanya 2*3, 08039, Barri Gotic, Ciutat Vella, BARCELONA	http://www.rcnb.es
Restaurant On Li Iu	0	41.4000294278	2.15667741667		Work: +34 934157214		C Sant Pere Màrtir 43, 08012, la Vila de Gràcia, Gràcia, BARCELONA	
Restaurant El Racó de les Bruixes	1	41.4025344528	2.15145347222		Work: +34 932182379		C Aulèstia i Pijoan 4, 08012, la Vila de Gràcia, Gràcia, BARCELONA	http://www.elracodelesbruixes.com
Restaurant Bistrot Sants *Est Sants	0	40.6436859722	1.81653213889	Work: sants@bchoteles.com	Work: +34 935035300	Fax: +34 934906045	Est de Sants 0, 08014, Sants, Sants-Montjuïc, BARCELONA	http://www.bchoteles.com
Restaurant La Cantina de l'Estació *Est Sants	0	40.6436859722	1.81653213889	Work: sants@bchoteles.com	Work: +34 935035300	Fax: +34 934906045	Est de Sants 0, 08014, Sants, Sants-Montjuïc, BARCELONA	http://www.bchoteles.com
 Company *Port Olímpic	0	41.3873138639	2.19735933333		Work: +34 932211101	Fax: +34 932213735	Marina 16*18, 08005, la Vila Olímpica del Poblenou, Sant Martí, BARCELONA	http://www.pansandcompany.com
Gran Bar	0	41.4111732583	2.16980630556		Work: +34 933475518		Padilla 371, 08025, el Baix Guinardó, Horta-Guinardó, BARCELONA	
Restaurant El Rei de la Gamba *Port Olimpic	1	41.387021775	2.20071069444	Work: ervasport@elreydelagamba.com	Work: +34 932210012	Fax: +34 932211121	Moll Mestral 23*24*25, 08005, la Vila Olímpica del Poblenou, Sant Martí, BARCELONA	http://www.elreydelagamba.com
Restaurant La Fitora *Port Olimpic	1	41.387021775	2.20071069444		Work: +34 932212243	Fax: +34 932212906	Moll Gregal 18*19, 08005, la Vila Olímpica del Poblenou, Sant Martí, BARCELONA	
 Tapas  *Illa Diagonal	0	41.3897150556	2.13537755556		Work: +34 934052855		Av Diagonal 555*559, 08029, les Corts, Les Corts, BARCELONA	http://www.cafeandte.com
Restaurant Taberna Gallega de Marcos *Port Olímpic	0	41.387021775	2.20071069444	Work: lataberna@hotmail.com	Work: +34 932211524	Fax: +34 932213365	Moll Gregal 23*24, 08005, la Vila Olímpica del Poblenou, Sant Martí, BARCELONA	http://www.latabernagallega.com
 Café *Port Olímpic	0	41.38813465	2.19909983333				Port Olímpic 100*LP, 08005, Poble Nou, Sant Martí, BARCELONA	
Olimpic Cocktail *Port Olímpic	0	41.38813465	2.19909983333				Port Olímpic 100*LP, 08005, Poble Nou, Sant Martí, BARCELONA	
Restaurant Domino's Pizza *Joan Torras	0	41.4378163806	2.19168033333		Work: +34 932740101		Joan Torras 25, 08030, Sant Andreu, Sant Andreu, BARCELONA	
Restaurant Japonès Ginza	0	41.3921522222	2.15789363889		Work: +34 934517193		C Provença 205, 08008, l'Antiga Esquerra de l'Eixample, Eixample, BARCELONA	
Bar Cafeteria Bugui *Illa Diagonal	0	41.3897150556	2.13537755556		Work: +34 934440012	Fax: +34 934440012	Av Diagonal 555*559, 08029, les Corts, Les Corts, BARCELONA	
Restaurant Escamarlà *Port Olimpic	0	41.3895920583	2.19997833333		Work: +34 932211366		Av Litoral 40, 08005, la Vila Olímpica del Poblenou, Sant Martí, BARCELONA	
Restaurant Jamoneria Jabugo *Port Olimpic	0	41.387021775	2.20071069444		Work: +34 932210525		Moll Mestral 8*9, 08005, la Vila Olímpica del Poblenou, Sant Martí, BARCELONA	
Bar Líder	0	41.422386025	2.18154727778		Work: +34 933518564		Pinar del Río 35, 08027, el Congrés i els Indians, Sant Andreu, BARCELONA	
Restaurant Les Quinze Nits	1	41.3805044444	2.17507913889		Work: +34 933173075	Fax: +34 933170923	Pl Reial 6, 08002, el Barri Gòtic, Ciutat Vella, BARCELONA	
Restaurant La Fonda del Port *Port Olimpic	0	41.387021775	2.20071069444	Work: info@lafondadelport.com	Work: +34 932212210	Fax: +34 932218039	Moll Gregal 7*8, 08005, la Vila Olímpica del Poblenou, Sant Martí, BARCELONA	http://www.lafondadelport.com
Restaurant Montjuïc El Xalet	0	41.3690623333	2.16459611111	Work: xaletdemontjuic@gruptravi.com	Work: +34 933249270	Fax: +34 933291234	Av Miramar 31 bxs, 08038, el Poble Sec, Sants-Montjuïc, BARCELONA	http://www.gruptravi.com
Restaurant Can Cortada	1	41.4376032528	2.15278769444	Work: gruptravi@cancortada.com	Work: +34 934272315	Fax: +34 934270294	Av Estatut de Catalunya 88, 08035, Horta, Horta-Guinardó, BARCELONA	http://www.gruptravi.com
Bar Tarkus	0	41.3805136583	2.17822511111		Work: +34 934127383		Avinyó 40, 08002, el Barri Gòtic, Ciutat Vella, BARCELONA	
Estació de França de RENFE	0	41.3838744139	2.18717933333		Work: +34 933101633		Av Marquès de l'Argentera 6, 08003, Sant Pere, Santa Caterina i la Ribera, Ciutat Vella, BARCELONA	
Bar Cofi-Xoc	0	41.377497725	2.13605758333		Work: +34 933396566		Alcolea 73 Baix, 08014, Sants, Sants-Montjuïc, BARCELONA	
Restaurant Neo Clasic	0	41.3933529028	2.17394441667		Work: +34 932652866	Fax: +34 932652866	G.V. Corts Catalanes 692 bxs, 08010, la Dreta de l'Eixample, Eixample, BARCELONA	
Bar La Mar Salada *Port Olímpic	0	40.6436952444	1.81659063889		Work: +34 932210964		Port Olímpic 0100*LP, 08005, Poble Nou, Sant Martí, BARCELONA	
Restaurant  Cerveseria l'Ovella Negra	0	41.3959724306	2.19018702778	Work: ovella_pn@hotmail.com	Work: +34 933095938	Fax: +34 933002489	C Zamora 78, 08018, el Parc i la Llacuna del Poblenou, Sant Martí, BARCELONA	http://www.ovellanegra.net
Restaurant Casa Lizarriturry	1	41.3954572167	2.12978191667		Work: +34 932053033		C Castellnou 37, 08017, les Tres Torres, Sarrià-Sant Gervasi, BARCELONA	
Restaurant La Varema	1	41.382982475	2.15770605556	Work: varematraval@yahoo.es	Work: +34 934516891		C Comte d'Urgell 88, 08011, l'Antiga Esquerra de l'Eixample, Eixample, BARCELONA	
Bar McDonald's *Glòries	0	41.4049450333	2.19250372222		Work: +34 934860474	Fax: +34 934860197	Av Diagonal 208, 08018, el Parc i la Llacuna del Poblenou, Sant Martí, BARCELONA	http://www.mcdonalds.es
Bar Zumolindo	0	41.4231799139	2.18723886111		Work: +34 933495026		Av Meridiana 302, 08027, la Sagrera, Sant Andreu, BARCELONA	
Restaurant Fusión Bar	0	41.3807031722	2.17970138889	Work: hernan_herrera@hotmail.com	Work: +34 933152759		C Gignàs 10*12, 08002, el Barri Gòtic, Ciutat Vella, BARCELONA	
 Company *Maremàgnum	1	41.3757309111	2.18321327778		Work: +34 932258070	Fax: +34 932258069	Moll Espanya 5*6, 08039, el Barri Gòtic, Ciutat Vella, BARCELONA	http://www.pansandcompany.es
Bar Cafeteria l'Antiquari	0	41.3840182167	2.17761036111		Work: +34 933100435		Pl Rei 11, 08002, el Barri Gòtic, Ciutat Vella, BARCELONA	
Restaurant L'Elx al Moll *Maremàgnum	1	41.3754192361	2.18237583333		Work: +34 932258117	Fax: +34 932258120	Moll Espanya 5*6 local 9, 08039, el Barri Gòtic, Ciutat Vella, BARCELONA	http://www.restaurantelche.com
Casi	0	41.4090448694	2.15592230556		Work: +34 932198114		Massens 70, 08024, la Vila de Gràcia, Gràcia, BARCELONA	
Restaurant Pizzeria Tres i No Res	0	41.3778778417	2.16508408333		Work: +34 934413016		C Cera 53, 08001, el Raval, Ciutat Vella, BARCELONA	
Bar bodega Lucas	0	41.4125935278	2.21569741667		Work: +34 933081942		Maresme 42, 08019, el Besòs i el Maresme, Sant Martí, BARCELONA	
Restaurant Telepizza *Pg S Gervasi	0	41.4134757361	2.13791502778		Work: +34 934184845		Pg Sant Gervasi 88, 08022, el Putxet i el Farró, Sarrià-Sant Gervasi, BARCELONA	
Restaurant La Tramoia	0	41.3880917056	2.16725411111		Work: +34 934123634	Fax: +34 933426985	Rbla Catalunya 15, 08007, la Dreta de l'Eixample, Eixample, BARCELONA	
Restaurant TapasBar *Maremàgnum	0	41.3757309111	2.18321327778	Work: maremagnum@tapasbar.es	Work: +34 932258180	Fax: +34 932258126	Moll Espanya 5*6, 08039, el Barri Gòtic, Ciutat Vella, BARCELONA	http://www.tapasbar.es
Restaurant Taverna Basca Irati	0	41.3820882028	2.17347741667		Work: +34 933023084	Fax: +34 934127376	C Cardenal Casañas 17, 08002, el Barri Gòtic, Ciutat Vella, BARCELONA	http://www.irati.es
Jamaica Coffee Shop *Illa Diagonal	0	41.3897150556	2.13537755556		Work: +34 934053469		Av Diagonal 575, 08029, les Corts, Les Corts, BARCELONA	http://www.jamaicacoffeeshop.es
Restaurant La Companyia de Sandwiches	0	41.395005225	2.15149722222		Work: +34 932093030	Fax: +34 932093117	Moià 14, 08006, Sant Gervasi - Galvany, Sarrià-Sant Gervasi, BARCELONA	
Sweet Gaufre *Port Olímpic	0	41.387021775	2.20071069444		Work: +34 932213332		Moll Mestral 38, 08005, la Vila Olímpica del Poblenou, Sant Martí, BARCELONA	
Bar Restaurant El Celler de l'Estació	0	41.3940608389	2.14748086111		Work: +34 934142002		C Casanova 262, 08021, Sant Gervasi - Galvany, Sarrià-Sant Gervasi, BARCELONA	
Museu Nacional d'Art de Catalunya	0	41.3688542222	2.15336280556		Work: +34 934242192		Mirador Palau Nacional 6, 08004, el Poble Sec, Sants-Montjuïc, BARCELONA	
Cerveseria Restaurant El Chipirón de Moncho's *Maremàgnum	1	41.3757309111	2.18321327778	Work: info@monchos.com	Work: +34 932258040	Fax: +34 932258163	Moll Espanya 5*6, 08039, el Barri Gòtic, Ciutat Vella, BARCELONA	http://www.monchos.com
Bar McDonald's *Diagonal	0	41.3960806944	2.15673672222		Work: +34 932173005	Fax: +34 932174125	Av Diagonal 466, 08006, la Vila de Gràcia, Gràcia, BARCELONA	http://www.mcdonalds.es
Restaurant Casa Juaco	0	41.4376466	2.15344930556	Work: casajuaco@terra.es	Work: +34 934284861		Ctra Horta a Cerdanyola 1 KM 8, 08035, Horta, Horta-Guinardó, BARCELONA	http://www.casajuaco.com
Restaurant  La Barca del Salamanca *Port Olimpic	1	41.387021775	2.20071069444	Work: salamanca@gruposilvestre.com	Work: +34 932211837	Fax: +34 932212680	Moll Gregal 13*14*15, 08005, la Vila Olímpica del Poblenou, Sant Martí, BARCELONA	http://www.gruposilvestre.com
Bar Restaurant Rias de Miño	0	41.3789080056	2.19155802778		Work: +34 932217137		C Almirall Cervera 39, 08003, la Barceloneta, Ciutat Vella, BARCELONA	
Restaurant Tapasbar *Balmes	0	41.4019870389	2.14637763889	Work: balmes@tapasbar.es	Work: +34 932098956		C Balmes 294, 08006, el Putxet i el Farró, Sarrià-Sant Gervasi, BARCELONA	http://www.tapasbar.es
Restaurant Xinès Palacio Hong Kong	0	41.40560985	2.18071044444		Work: +34 932314912		C València 522, 08013, la Sagrada Família, Eixample, BARCELONA	
Snack-Bar Morea	0	41.4127334806	2.1783345		Work: +34 934553907		Indústria 241, 08041, el Camp de l'Arpa del Clot, Sant Martí, BARCELONA	
Bar Aldebarán Jocs d'aventura	0	41.4175717056	2.18770083333		Work: +34 933494136		Josep Estivill 32, 08027, Navas, Sant Andreu, BARCELONA	
Bar Restaurant La Estrella	0	41.3876130722	2.15855633333		Work: +34 933230149		C Aragó 185, 08011, l'Antiga Esquerra de l'Eixample, Eixample, BARCELONA	
Restaurant La Braseria del Poble-sec	0	41.373236325	2.17000186111		Work: +34 934423737		C Cabanes 32, 08004, el Poble Sec, Sants-Montjuïc, BARCELONA	
